Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  9.650000e+03,   5.793423e+00,   2.749820e+02,   1.920929e+01,   4.208280e-03,   6.143970e+00,   1.386935e+01
  9.700000e+03,   5.796459e+00,   2.759162e+02,   1.928582e+01,   4.213552e-03,   6.156424e+00,   1.388832e+01
  9.750000e+03,   5.799495e+00,   2.768505e+02,   1.936238e+01,   4.218796e-03,   6.168865e+00,   1.390724e+01
  9.800000e+03,   5.802530e+00,   2.777849e+02,   1.943897e+01,   4.224014e-03,   6.181294e+00,   1.392612e+01
  9.850000e+03,   5.805566e+00,   2.787195e+02,   1.951558e+01,   4.229204e-03,   6.193711e+00,   1.394496e+01
  9.900000e+03,   5.808583e+00,   2.796530e+02,   1.959222e+01,   4.234371e-03,   6.206091e+00,   1.396376e+01
  9.950000e+03,   5.811553e+00,   2.805836e+02,   1.966889e+01,   4.239521e-03,   6.218394e+00,   1.398250e+01
  1.000000e+04,   5.814524e+00,   2.815144e+02,   1.974558e+01,   4.244644e-03,   6.230685e+00,   1.400121e+01
  1.005000e+04,   5.817494e+00,   2.824452e+02,   1.982230e+01,   4.249742e-03,   6.242965e+00,   1.401988e+01
  1.010000e+04,   5.820463e+00,   2.833762e+02,   1.989905e+01,   4.254814e-03,   6.255232e+00,   1.403851e+01
  1.015000e+04,   5.823432e+00,   2.843073e+02,   1.997582e+01,   4.259861e-03,   6.267487e+00,   1.405709e+01
  1.020000e+04,   5.826401e+00,   2.852386e+02,   2.005262e+01,   4.264882e-03,   6.279731e+00,   1.407564e+01
  1.025000e+04,   5.829370e+00,   2.861700e+02,   2.012945e+01,   4.269879e-03,   6.291963e+00,   1.409415e+01
  1.030000e+04,   5.832338e+00,   2.871015e+02,   2.020630e+01,   4.274851e-03,   6.304183e+00,   1.411261e+01
  1.035000e+04,   5.835306e+00,   2.880331e+02,   2.028319e+01,   4.279798e-03,   6.316392e+00,   1.413104e+01
  1.040000e+04,   5.838274e+00,   2.889648e+02,   2.036010e+01,   4.284722e-03,   6.328589e+00,   1.414943e+01
  1.045000e+04,   5.841231e+00,   2.898960e+02,   2.043703e+01,   4.289623e-03,   6.340761e+00,   1.416778e+01
  1.050000e+04,   5.844137e+00,   2.908240e+02,   2.051399e+01,   4.294510e-03,   6.352850e+00,   1.418608e+01
  1.055000e+04,   5.847042e+00,   2.917520e+02,   2.059098e+01,   4.299373e-03,   6.364927e+00,   1.420435e+01
  1.060000e+04,   5.849948e+00,   2.926803e+02,   2.066800e+01,   4.304214e-03,   6.376993e+00,   1.422258e+01
  1.065000e+04,   5.852852e+00,   2.936086e+02,   2.074504e+01,   4.309031e-03,   6.389049e+00,   1.424077e+01
  1.070000e+04,   5.855757e+00,   2.945371e+02,   2.082211e+01,   4.313825e-03,   6.401093e+00,   1.425892e+01
  1.075000e+04,   5.858661e+00,   2.954657e+02,   2.089921e+01,   4.318596e-03,   6.413126e+00,   1.427704e+01
  1.080000e+04,   5.861565e+00,   2.963944e+02,   2.097633e+01,   4.323345e-03,   6.425147e+00,   1.429512e+01
  1.085000e+04,   5.864469e+00,   2.973232e+02,   2.105348e+01,   4.328072e-03,   6.437158e+00,   1.431316e+01
  1.090000e+04,   5.867372e+00,   2.982522e+02,   2.113066e+01,   4.332777e-03,   6.449158e+00,   1.433117e+01
  1.095000e+04,   5.870275e+00,   2.991813e+02,   2.120787e+01,   4.337459e-03,   6.461147e+00,   1.434913e+01
  1.100000e+04,   5.873178e+00,   3.001106e+02,   2.128510e+01,   4.342120e-03,   6.473125e+00,   1.436707e+01
  1.105000e+04,   5.876034e+00,   3.010368e+02,   2.136236e+01,   4.346768e-03,   6.485028e+00,   1.438496e+01
