Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  0.000000e+00,   1.050000e+01,   1.758543e+04,   9.772372e+02,   0.000000e+00,   5.787578e+01,   8.681366e+01
  0.000000e+00,   1.100000e+01,   1.863557e+04,   9.772372e+02,   0.000000e+00,   6.025201e+01,   8.836962e+01
  0.000000e+00,   1.150000e+01,   1.968458e+04,   9.772372e+02,   0.000000e+00,   6.254968e+01,   8.991517e+01
  0.000000e+00,   1.200000e+01,   2.073245e+04,   9.772372e+02,   0.000000e+00,   6.477541e+01,   9.144764e+01
  0.000000e+00,   1.250000e+01,   2.177925e+04,   9.772372e+02,   0.000000e+00,   6.693506e+01,   9.296536e+01
  0.000000e+00,   1.300000e+01,   2.282504e+04,   9.772372e+02,   0.000000e+00,   6.903381e+01,   9.446733e+01
  0.000000e+00,   1.350000e+01,   2.386994e+04,   9.772372e+02,   0.000000e+00,   7.107630e+01,   9.595300e+01
  0.000000e+00,   1.400000e+01,   2.491408e+04,   9.772372e+02,   0.000000e+00,   7.306662e+01,   9.742216e+01
  0.000000e+00,   1.450000e+01,   2.595758e+04,   9.772372e+02,   0.000000e+00,   7.500848e+01,   9.887482e+01
  0.000000e+00,   1.500000e+01,   2.700057e+04,   9.772372e+02,   0.000000e+00,   7.690520e+01,   1.003111e+02
  0.000000e+00,   1.550000e+01,   2.804319e+04,   9.772372e+02,   0.000000e+00,   7.875977e+01,   1.017314e+02
  0.000000e+00,   1.600000e+01,   2.908556e+04,   9.772372e+02,   0.000000e+00,   8.057488e+01,   1.031359e+02
  0.000000e+00,   1.650000e+01,   3.012781e+04,   9.772372e+02,   0.000000e+00,   8.235301e+01,   1.045250e+02
  0.000000e+00,   1.700000e+01,   3.117006e+04,   9.772372e+02,   0.000000e+00,   8.409637e+01,   1.058991e+02
  0.000000e+00,   1.750000e+01,   3.221243e+04,   9.772372e+02,   0.000000e+00,   8.580700e+01,   1.072587e+02
  0.000000e+00,   1.800000e+01,   3.325501e+04,   9.772372e+02,   0.000000e+00,   8.748675e+01,   1.086042e+02
