Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  3.344000e+02,   3.580810e+00,   1.317625e+01,   2.780835e-01,   3.534571e-04,   6.421178e-01,   6.372618e+00
  3.346600e+02,   3.582227e+00,   1.323187e+01,   2.796553e-01,   3.538738e-04,   6.446066e-01,   6.374810e+00
  3.349200e+02,   3.583644e+00,   1.328749e+01,   2.812273e-01,   3.542902e-04,   6.470948e-01,   6.376994e+00
  3.351800e+02,   3.585062e+00,   1.334313e+01,   2.827995e-01,   3.547064e-04,   6.495822e-01,   6.379172e+00
  3.354400e+02,   3.586382e+00,   1.339542e+01,   2.843372e-01,   3.551369e-04,   6.519099e-01,   6.381308e+00
  3.357000e+02,   3.587680e+00,   1.344694e+01,   2.858669e-01,   3.555705e-04,   6.541996e-01,   6.383430e+00
  3.359600e+02,   3.588978e+00,   1.349847e+01,   2.873969e-01,   3.560039e-04,   6.564889e-01,   6.385545e+00
  3.362200e+02,   3.590276e+00,   1.355000e+01,   2.889273e-01,   3.564371e-04,   6.587778e-01,   6.387653e+00
  3.364800e+02,   3.591574e+00,   1.360155e+01,   2.904580e-01,   3.568701e-04,   6.610664e-01,   6.389756e+00
  3.367400e+02,   3.592873e+00,   1.365311e+01,   2.919891e-01,   3.573028e-04,   6.633545e-01,   6.391852e+00
  3.370000e+02,   3.594172e+00,   1.370467e+01,   2.935205e-01,   3.577352e-04,   6.656422e-01,   6.393943e+00
  3.372600e+02,   3.595471e+00,   1.375625e+01,   2.950521e-01,   3.581675e-04,   6.679296e-01,   6.396027e+00
  3.375200e+02,   3.596770e+00,   1.380783e+01,   2.965842e-01,   3.585994e-04,   6.702165e-01,   6.398105e+00
  3.377800e+02,   3.598070e+00,   1.385943e+01,   2.981165e-01,   3.590312e-04,   6.725030e-01,   6.400178e+00
  3.380400e+02,   3.599369e+00,   1.391103e+01,   2.996492e-01,   3.594627e-04,   6.747891e-01,   6.402244e+00
  3.383000e+02,   3.600669e+00,   1.396264e+01,   3.011821e-01,   3.598940e-04,   6.770748e-01,   6.404305e+00
  3.385600e+02,   3.601970e+00,   1.401427e+01,   3.027154e-01,   3.603250e-04,   6.793601e-01,   6.406360e+00
  3.388200e+02,   3.603270e+00,   1.406590e+01,   3.042490e-01,   3.607558e-04,   6.816450e-01,   6.408409e+00
  3.390800e+02,   3.604571e+00,   1.411754e+01,   3.057829e-01,   3.611864e-04,   6.839294e-01,   6.410453e+00
  3.393400e+02,   3.605871e+00,   1.416919e+01,   3.073171e-01,   3.616167e-04,   6.862134e-01,   6.412491e+00
  3.396000e+02,   3.607173e+00,   1.422085e+01,   3.088516e-01,   3.620467e-04,   6.884970e-01,   6.414524e+00
